 	X	Y
1	-9.995	2.446
2	-9.002	2.466
3	-8.002	2.513
4	-7.002	2.513
5	-6.006	2.513
6	-9.997	4.878
7	-10.015	7.482
8	-10.006	9.966
9	-10.010	12.426
10	-10.006	14.911
11	-10.019	17.443
12	-10.015	19.903
13	-10.006	4.639
14	-9.999	4.888
15	-8.997	7.458
16	-8.993	8.963
17	-7.997	8.843
18	-7.997	9.488
19	-7.519	10.945
20	-7.515	12.426
21	-6.997	15.914
22	-7.006	17.873
23	-6.006	15.436
24	-6.002	15.962
